doc_id,major_large,major_small,company,season,job_large,job_small,school,extra_spec,pro_rating,doc_url
0,자연/공학/의약계열,자연/공학/의약계열(기타),LG디스플레이,2016년 상반기,생산·제조,생산관리·공정관리·품질관리,수도권4년,"['학점 3.8/4.5', '토익 895', '토스 Level6', '오픽 M1', '인턴 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/147144
1,자연/공학/의약계열,IT/컴퓨터공학,롯데IT테크(주),2015년 하반기,IT·인터넷,응용프로그래머,수도권4년,"['학점 3.5/4.5', '토익 780', '토스 Level4']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/144625
2,인문/사회계열,인문계열(기타),홈플러스(주),2022년 하반기,영업·고객상담,판매·서빙·매장관리,대졸4년,"['학점 4.5/4.5', '제2외국어 3개', '자격증 4개', '해외경험 1회', '인턴 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/239999
3,인문/사회계열,경영학,㈜노루페인트,2015년 상반기,마케팅·광고·홍보,마케팅·광고·분석,지방4년,"['학점 3.7/4.5', '토익 825', '자격증 1개', '인턴 1회', '수상 1회', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/143892
4,자연/공학/의약계열,IT/컴퓨터공학,㈜KB데이타시스템,2016년 상반기,IT·인터넷,시스템프로그래머,서울4년,"['학점 3.6/4.5', '토익 805', '토스 Level5', '자격증 1개']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145223
5,자연/공학/의약계열,IT/컴퓨터공학,신한투자증권,2015년 상반기,IT·인터넷,ERP·시스템분석·설계,서울4년,"['학점 3.7/4.5', '토익 850', '토스 Level6', '자격증 1개', '인턴 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146037
6,인문/사회계열,경영학,현대글로비스(주),2021년 하반기,경영·사무,재무·세무·IR,서울4년,"['학점 3.5/4.5', '토스 Level6', '자격증 14개', '해외경험 1회', '수상 11회', '교내활동 2회', '사회활동 5회', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/239470
7,인문/사회계열,인문계열(기타),삼성전자(주),2019년 상반기,IT·인터넷,시스템프로그래머,서울4년,"['학점 3.5/4.5', '토익 910', '인턴 1회', '수상 2회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/237723
8,자연/공학/의약계열,화학공학/생명공학,금호타이어(주),2015년 상반기,연구개발·설계,자동차·조선·기계,수도권4년,"['학점 3.4/4.5', '토익 885', '자격증 1개', '인턴 1회', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/143733
9,인문/사회계열,경제학,(주)LG화학,2018년 하반기,영업·고객상담,제품·서비스영업,서울4년,"['학점 4.22/4.5', '토익 950', '오픽 IH', '제2외국어 3개', '자격증 2개', '해외경험 2회', '수상 1회', '동아리 1회', '교내활동 1회', '자원봉사 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/197761
10,기타,기타,(주)이랜드건설,2016년 상반기,건설,건축·설계·인테리어,고졸,"['자격증 2개', '수상 2회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146440
11,자연/공학/의약계열,기계/항공,에스엘(주),2015년 하반기,연구개발·설계,기계설계·CAD·CAM,지방4년,"['학점 4.1/4.5', '토익 815', '토스 Level5', '자격증 1개', '수상 3회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145030
12,인문/사회계열,경영학,GS리테일,2016년 상반기,영업·고객상담,영업관리·지원·영업기획,지방4년,"['학점 3.8/4.5', '토익 730', '자격증 3개', '인턴 1회', '수상 1회', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145836
13,자연/공학/의약계열,식품영양학,CJ제일제당(주),2015년 상반기,영업·고객상담,제품·서비스영업,지방4년,"['학점 3.7/4.5', '토익 845', '토스 Level6', '자격증 1개']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145314
14,인문/사회계열,경영학,GS리테일,2015년 상반기,영업·고객상담,제품·서비스영업,수도권4년,"['학점 3.8/4.5', '토익 845', '오픽 IM2', '자격증 2개', '수상 2회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145359
15,인문/사회계열,경제학,한국주택금융공사,2017년 하반기,경영·사무,사무·총무·법무,서울4년,"['학점 3.3/4.5', '토익 815']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/195467
16,인문/사회계열,세무/회계,동아쏘시오홀딩스㈜,2019년 하반기,경영·사무,경리·회계·결산,서울4년,"['학점 3.38/4.5', '토익 910', '오픽 IH', '자격증 2개', '동아리 1회', '교내활동 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/200063
17,자연/공학/의약계열,전자전기공학,㈜KT,2017년 하반기,IT·인터넷,네트워크·서버·보안,서울4년,"['학점 3.43/4.5', '토익 810', '토스 Level6', '자격증 3개']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/193319
18,자연/공학/의약계열,화학공학/생명공학,GS칼텍스(주),2021년 상반기,생산·제조,생산관리·공정관리·품질관리,서울4년,"['학점 3.87/4.5', '토익 860', '오픽 IH', '자격증 2개', '수상 2회', '동아리 1회', '교내활동 1회']",4.0,https://www.jobkorea.co.kr/starter/PassAssay/View/236901
19,자연/공학/의약계열,기계/항공,(주)경동나비엔,2021년 상반기,영업·고객상담,영업관리·지원·영업기획,지방4년,"['학점 3.56/4.5', '토익 845', '토스 Level6', '제2외국어 1개', '해외경험 1회', '동아리 2회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/237354
20,자연/공학/의약계열,IT/컴퓨터공학,㈜신한DS,2016년 하반기,IT·인터넷,응용프로그래머,대졸4년,"['학점 3.74/4.5', '토익 850', '토스 Level6', '자격증 1개', '인턴 2회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/167555
21,인문/사회계열,경영학,신한카드(주),2021년 하반기,마케팅·광고·홍보,마케팅·광고·분석,대학원,"['학점 2.71/4.5', '토익 715', '오픽 IM2', '자격증 2개', '해외경험 1회', '인턴 2회', '수상 3회', '동아리 1회', '교내활동 1회', '사회활동 10회', '자원봉사 2회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/237640
22,자연/공학/의약계열,IT/컴퓨터공학,라인플러스(주),2017년 하반기,IT·인터넷,응용프로그래머,서울4년,"['학점 3.56/4.5', '토익 805', '인턴 1회']",4.0,https://www.jobkorea.co.kr/starter/PassAssay/View/192628
23,인문/사회계열,경영학,삼성생명보험㈜,2016년 하반기,영업·고객상담,영업관리·지원·영업기획,서울4년,"['학점 3.82/4.5', '토익 885', '토스 Level6', '자격증 2개', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/167918
24,인문/사회계열,경영학,하나카드(주),2017년 하반기,마케팅·광고·홍보,마케팅·광고·분석,서울4년,"['학점 3.7/4.5', '토익 935', '토스 Level6']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/193824
25,기타,기타,현대모비스(주),2015년 상반기,연구개발·설계,자동차·조선·기계,서울4년,"['학점 4.1/4.5', '토익 885', '토스 Level7', '자격증 1개', '해외경험 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145416
26,자연/공학/의약계열,전자전기공학,(주)한국인삼공사,2017년 하반기,생산·제조,생산관리·공정관리·품질관리,수도권4년,['학점 3.3/4.5'],2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/193109
27,인문/사회계열,영어/영문,신한은행,2019년 하반기,영업·고객상담,금융·보험영업,서울4년,"['학점 3.92/4.5', '토익 980', '토스 Level7', '제2외국어 1개', '자격증 1개', '해외경험 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/200465
28,인문/사회계열,경영학,(주)한진,2016년 하반기,경영·사무,기획·전략·경영,서울4년,"['학점 3.69/4.5', '토익 900']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/188519
29,자연/공학/의약계열,IT/컴퓨터공학,롯데IT테크(주),2016년 상반기,IT·인터넷,응용프로그래머,서울4년,"['학점 3.9/4.5', '토익 940', '자격증 1개']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145588
30,인문/사회계열,경영학,㈜LX하우시스,2016년 하반기,경영·사무,경리·회계·결산,수도권4년,"['학점 3.9/4.5', '토익 990', '오픽 AL', '인턴 1회', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/147092
31,자연/공학/의약계열,전자전기공학,(주)LG생활건강,2015년 상반기,연구개발·설계,화학·에너지·환경,서울4년,"['학점 2.8/4.5', '토익 780', '인턴 1회', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145409
32,자연/공학/의약계열,화학공학/생명공학,한국콜마홀딩스(주),2017년 하반기,생산·제조,생산관리·공정관리·품질관리,서울4년,"['학점 2.4/4.5', '토익 875', '오픽 IM2', '자격증 1개']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/194922
33,자연/공학/의약계열,전자전기공학,(주)한국가스기술공사,2021년 상반기,연구개발·설계,전기·전자·제어,서울4년,"['학점 3.27/4.5', '토익 850', '자격증 4개']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/237469
34,인문/사회계열,중어/중문,현대글로비스(주),2017년 하반기,무역·유통,유통·물류·재고,서울4년,"['학점 3.6/4.5', '토익 825', '제2외국어 1개']",4.0,https://www.jobkorea.co.kr/starter/PassAssay/View/194287
35,자연/공학/의약계열,건축공학,현대엔지니어링(주),2021년 상반기,건설,시공·현장·감리·공무,수도권4년,"['학점 4.12/4.5', '토익 755', '자격증 3개', '인턴 2회', '수상 1회', '동아리 2회', '교내활동 7회', '자원봉사 1회']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/237393
36,자연/공학/의약계열,건축공학,아시아나항공(주),2018년 하반기,서비스,여행·항공·숙박,서울4년,"['학점 3.27/4.5', '토익 980', '오픽 AL', '자격증 2개', '해외경험 1회', '교내활동 1회', '자원봉사 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/198538
37,자연/공학/의약계열,전자전기공학,한국동서발전(주),2019년 하반기,건설,전기·소방·통신·안전,서울4년,"['학점 3.43/4.5', '토익 810', '토스 Level6', '자격증 3개']",1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/200616
38,인문/사회계열,인문계열(기타),현대오일뱅크(주),2020년 하반기,무역·유통,해외영업·무역영업,서울4년,"['학점 3.81/4.5', '토익 970', '오픽 AL', '자격증 1개', '해외경험 1회', '인턴 2회', '동아리 1회', '교내활동 1회', '사회활동 1회', '자원봉사 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/236025
39,인문/사회계열,경제학,㈜대우건설,2019년 하반기,경영·사무,인사·노무·교육,서울4년,"['학점 3.15/4.3', '토익 965', '토스 Level7', '제2외국어 1개', '자격증 7개']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/199781
40,인문/사회계열,경제학,삼성전자(주),2016년 상반기,경영·사무,재무·세무·IR,서울4년,"['학점 4.1/4.5', '토익 980', '토스 Level7', '자격증 6개', '인턴 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146186
41,인문/사회계열,인문계열(기타),LG 이노텍,2016년 하반기,연구개발·설계,반도체·디스플레이,대학원,"['학점 4.08/4.5', '토익 765', '인턴 1회']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/188620
42,예체능계열,산업/제품디자인,(주)신원,2016년 상반기,무역·유통,해외영업·무역영업,서울4년,"['학점 3.4/4.5', '토익 890', '토스 Level6', '해외경험 1회', '인턴 2회']",5.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146179
43,자연/공학/의약계열,정보통신학,한화S&C㈜,2016년 하반기,IT·인터넷,시스템프로그래머,수도권4년,"['학점 3.6/4.5', '토익 845', '수상 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146981
44,인문/사회계열,경영학,(주)국민은행,2021년 하반기,마케팅·광고·홍보,마케팅·광고·분석,서울4년,"['학점 3.5/4.5', '토스 Level6', '자격증 14개', '해외경험 1회', '수상 11회', '교내활동 2회', '사회활동 5회', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/239452
45,자연/공학/의약계열,IT/컴퓨터공학,GS리테일,2016년 상반기,IT·인터넷,웹프로그래머,서울4년,"['학점 3.7/4.5', '토익 850', '토스 Level6', '자격증 1개', '인턴 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146024
46,기타,기타,㈜신세계인터내셔날,2018년 하반기,무역·유통,해외영업·무역영업,수도권4년,"['학점 4/4.5', '토익 990', '오픽 AL']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/235201
47,자연/공학/의약계열,산업공학,SK㈜,2015년 상반기,경영·사무,인사·노무·교육,수도권4년,"['학점 3.6/4.5', '자격증 5개']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145435
48,인문/사회계열,경영학,두산건설(주),2019년 상반기,경영·사무,사무·총무·법무,대학원,"['학점 3.95/4.5', '인턴 1회', '수상 1회', '동아리 1회', '교내활동 1회', '사회활동 1회', '자원봉사 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/199346
49,자연/공학/의약계열,사이버보안학,(주)스마일게이트엔터테인먼트,2017년 하반기,IT·인터넷,네트워크·서버·보안,수도권4년,"['학점 4.18/4.5', '토익 895', '자격증 1개', '인턴 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/193731
50,자연/공학/의약계열,수학/통계학,에이치케이이노엔(주),2015년 하반기,영업·고객상담,제품·서비스영업,수도권4년,"['학점 3.4/4.5', '토익 880', '토스 Level6', '자격증 1개']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/143848
51,인문/사회계열,경영학,㈜셀트리온,2019년 상반기,경영·사무,재무·세무·IR,해외대학,"['학점 2.88/4', '토스 Level6']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/199092
52,인문/사회계열,경영학,(주)서브원,2017년 하반기,무역·유통,구매·자재,서울4년,"['학점 3.76/4.5', '토익 920', '인턴 1회', '교내활동 1회', '자원봉사 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/198565
53,자연/공학/의약계열,재료공학,스노우,2021년 상반기,디자인,그래픽디자인·CG,서울4년,"['학점 3.2/4.5', '인턴 2회', '동아리 1회', '사회활동 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/236444
54,자연/공학/의약계열,IT/컴퓨터공학,엔에이치엔(주),2014년 하반기,IT·인터넷,응용프로그래머,서울4년,"['학점 3.2/4.5', '토익 845', '토스 Level6', '인턴 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145256
55,자연/공학/의약계열,자동차공학,현대트랜시스,2022년 상반기,연구개발·설계,자동차·조선·기계,서울4년,"['학점 3.69/4.5', '토익 860', '토스 Level6', '수상 2회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/238220
56,인문/사회계열,독어/독문,GS리테일,2017년 하반기,영업·고객상담,제품·서비스영업,지방4년,"['학점 3.59/4.5', '토익 890', '토스 Level6', '제2외국어 1개', '자격증 2개', '수상 2회', '사회활동 2회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/194833
57,기타,기타,한샘,2018년 하반기,무역·유통,유통·물류·재고,고졸,[],2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/196291
58,인문/사회계열,경영학,대한항공,2018년 상반기,서비스,여행·항공·숙박,지방4년,"['학점 4/4.5', '토익 850', '토스 Level6']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/195112
59,인문/사회계열,중어/중문,GS리테일,2016년 상반기,영업·고객상담,영업관리·지원·영업기획,서울4년,"['학점 3.6/4.5', '토익 960', '토스 Level6', '자격증 1개', '해외경험 1회', '인턴 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146241
60,자연/공학/의약계열,IT/컴퓨터공학,현대오토에버(주),2015년 하반기,IT·인터넷,응용프로그래머,서울4년,"['학점 3.5/4.5', '토익 775', '자격증 1개', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145980
61,자연/공학/의약계열,자동차공학,현대모비스(주),2021년 하반기,연구개발·설계,자동차·조선·기계,서울4년,"['학점 3.69/4.5', '토익 860', '토스 Level6', '인턴 1회', '수상 2회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/238233
62,자연/공학/의약계열,정보통신학,(주)한국스탠다드차타드은행,2016년 상반기,IT·인터넷,네트워크·서버·보안,지방4년,"['학점 3.1/4.5', '토익 680', '오픽 IL', '자격증 2개']",4.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145604
63,자연/공학/의약계열,전자전기공학,현대모비스(주),2018년 상반기,연구개발·설계,자동차·조선·기계,지방4년,"['학점 3.35/4.5', '토익 840', '오픽 IM2', '자격증 2개', '동아리 2회', '교내활동 1회', '사회활동 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/195353
64,예체능계열,산업/제품디자인,㈜에치와이,2020년 상반기,디자인,제품·산업디자인,대학원,"['학점 3.43/4.5', '오픽 IM2', '인턴 1회']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/234953
65,자연/공학/의약계열,전자전기공학,SK하이닉스(주),2017년 하반기,생산·제조,생산관리·공정관리·품질관리,수도권4년,"['학점 3.26/4.5', '토스 Level6', '자격증 1개', '동아리 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/194232
66,자연/공학/의약계열,화학공학/생명공학,한화생명보험㈜,2019년 상반기,영업·고객상담,금융·보험영업,서울4년,"['학점 3.66/4.5', '토익 820', '토스 Level6', '제2외국어 1개', '자격증 4개', '해외경험 1회', '인턴 1회', '수상 1회', '동아리 1회', '자원봉사 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/198860
67,인문/사회계열,중어/중문,서울우유협동조합,2016년 상반기,영업·고객상담,영업관리·지원·영업기획,수도권4년,"['학점 4.2/4.5', '토익 845', '자격증 1개']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/144598
68,인문/사회계열,호텔경영학,㈜케이티알파,2016년 상반기,경영·사무,기획·전략·경영,지방4년,"['학점 3.5/4.5', '토익 820', '토스 Level5']",4.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146498
69,인문/사회계열,경영학,OCI㈜,2021년 상반기,경영·사무,경리·회계·결산,지방4년,"['학점 3.78/4.5', '토익 835', '토스 Level7', '자격증 7개', '동아리 1회', '교내활동 1회', '사회활동 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/237587
70,자연/공학/의약계열,건축공학,㈜대우건설,2017년 하반기,건설,건축·설계·인테리어,서울4년,"['학점 3.1/4.5', '토익 880', '토스 Level6']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/193612
71,자연/공학/의약계열,수학/통계학,LG전자(주),2017년 상반기,영업·고객상담,제품·서비스영업,서울4년,"['학점 3.5/4.5', '토익 955', '토스 Level7', '오픽 IH']",4.0,https://www.jobkorea.co.kr/starter/PassAssay/View/190138
72,기타,기타,삼성화재해상보험,2016년 상반기,경영·사무,사무·총무·법무,고졸,"['자격증 5개', '수상 3회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146089
73,인문/사회계열,인문계열(기타),삼성전자(주),2020년 상반기,연구개발·설계,반도체·디스플레이,수도권4년,"['학점 3.88/4.5', '토익 910', '오픽 IH', '인턴 1회', '수상 3회', '동아리 1회', '교내활동 1회']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/235244
74,자연/공학/의약계열,수학/통계학,SK브로드밴드(주),2020년 상반기,IT·인터넷,빅데이터·AI(인공지능),서울4년,"['학점 3.33/4.3', '토익 950', '오픽 AL', '인턴 2회', '수상 3회', '동아리 1회']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/201634
75,자연/공학/의약계열,건축공학,지에스건설㈜,2022년 하반기,건설,시공·현장·감리·공무,서울4년,"['학점 3.41/4.5', '토익 955', '오픽 IH', '자격증 2개', '교내활동 3회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/240226
76,자연/공학/의약계열,전자전기공학,(주)LG화학,2021년 상반기,생산·제조,생산·제조·설비·조립,수도권4년,"['학점 3.4/4.5', '토익 865', '토스 Level6', '자격증 2개', '인턴 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/236947
77,자연/공학/의약계열,기계/항공,한국가스공사,2016년 상반기,연구개발·설계,자동차·조선·기계,지방4년,"['학점 3.6/4.5', '토익 920', '오픽 IH', '해외경험 1회', '자원봉사 1회']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146845
78,자연/공학/의약계열,건축공학,㈜호반건설,2021년 상반기,건설,시공·현장·감리·공무,수도권4년,"['학점 4.12/4.5', '토익 755', '자격증 3개', '인턴 2회', '수상 1회', '동아리 2회', '교내활동 7회', '자원봉사 1회']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/237388
79,자연/공학/의약계열,정보통신학,라인플러스(주),2017년 상반기,IT·인터넷,시스템프로그래머,수도권4년,['학점 3.5/4.5'],2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/190029
80,인문/사회계열,역사/한국사학,에프알엘코리아,2016년 하반기,영업·고객상담,영업관리·지원·영업기획,서울4년,"['학점 3.7/4.5', '토익 960', '토스 Level6', '자격증 1개', '해외경험 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/147245
81,자연/공학/의약계열,기계/항공,㈜효성,2018년 하반기,연구개발·설계,기계설계·CAD·CAM,서울4년,"['학점 2.97/4.5', '토익 865', '오픽 IH', '자격증 1개', '해외경험 1회']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/196533
82,자연/공학/의약계열,화학공학/생명공학,(주)웅진씽크빅,2015년 상반기,영업·고객상담,영업관리·지원·영업기획,서울4년,"['학점 3.7/4.5', '토익 805', '자격증 3개', '해외경험 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/143640
83,자연/공학/의약계열,정보통신학,현대자동차(주),2016년 상반기,경영·사무,기획·전략·경영,서울4년,"['학점 3.81/4.5', '토익 860', '토스 Level5', '자격증 1개', '인턴 1회', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/90288
84,자연/공학/의약계열,화학공학/생명공학,㈜KT,2015년 하반기,영업·고객상담,영업관리·지원·영업기획,지방4년,"['학점 3.8/4.5', '토익 840', '오픽 IH']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/144165
85,자연/공학/의약계열,화학공학/생명공학,GS칼텍스(주),2015년 상반기,생산·제조,생산관리·공정관리·품질관리,지방4년,"['학점 4.2/4.5', '토익 870', '토스 Level5', '자격증 3개', '인턴 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/144511
86,자연/공학/의약계열,IT/컴퓨터공학,케이비증권㈜,2016년 상반기,IT·인터넷,응용프로그래머,서울4년,"['학점 3.7/4.5', '토익 850', '토스 Level6', '자격증 1개', '인턴 1회']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146033
87,인문/사회계열,금융,GS리테일,2016년 상반기,영업·고객상담,영업관리·지원·영업기획,서울4년,"['학점 3.7/4.5', '토익 845', '토스 Level6']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146645
88,인문/사회계열,인문계열(기타),(주)아모레퍼시픽,2015년 하반기,마케팅·광고·홍보,마케팅·광고·분석,서울4년,"['학점 3.6/4.5', '토익 940', '오픽 AL', '해외경험 1회', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/143763
89,인문/사회계열,경제학,현대오일뱅크(주),2015년 하반기,경영·사무,재무·세무·IR,서울4년,"['학점 3.7/4.5', '토익 940', '오픽 AL', '자격증 1개', '해외경험 2회', '인턴 3회', '자원봉사 2회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/144699
90,자연/공학/의약계열,산업공학,㈜신한DS,2017년 하반기,IT·인터넷,응용프로그래머,서울4년,"['학점 3.47/4.5', '토익 755', '오픽 IM2', '자격증 3개', '인턴 1회', '자원봉사 3회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/193764
91,자연/공학/의약계열,IT/컴퓨터공학,현대오토에버(주),2015년 하반기,IT·인터넷,시스템프로그래머,서울4년,"['학점 3.5/4.5', '토익 890', '자격증 2개']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/144902
92,자연/공학/의약계열,기계/항공,롯데건설(주),2015년 상반기,건설,시공·현장·감리·공무,지방4년,"['학점 4/4.5', '토익 980', '자격증 1개', '해외경험 1회', '인턴 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/144644
93,자연/공학/의약계열,IT/컴퓨터공학,쿠팡(주),2016년 하반기,IT·인터넷,웹프로그래머,서울4년,"['학점 2.7/4.5', '인턴 1회', '자원봉사 2회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146950
94,자연/공학/의약계열,IT/컴퓨터공학,㈜KT,2016년 상반기,IT·인터넷,IT·디자인·컴퓨터강사,지방4년,"['학점 3.7/4.5', '토익 840', '토스 Level7', '오픽 IH', '해외경험 1회', '인턴 2회', '수상 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/145884
95,기타,기타,(주)호텔신라,2017년 상반기,경영·사무,사무·총무·법무,초대졸,"['학점 3.76/4.5', '자격증 4개', '수상 1회']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/191740
96,인문/사회계열,경영학,중소기업은행,2018년 상반기,영업·고객상담,금융·보험영업,수도권4년,"['학점 3.82/4.5', '제2외국어 1개']",2.0,https://www.jobkorea.co.kr/starter/PassAssay/View/195306
97,기타,기타,현대엘리베이터(주),2017년 상반기,생산·제조,생산·제조·설비·조립,초대졸,"['학점 4.09/4.5', '자격증 3개', '수상 1회', '자원봉사 3회']",3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/188727
98,기타,기타,한국동서발전(주),2021년 하반기,건설,전기·소방·통신·안전,고졸,['자격증 4개'],3.0,https://www.jobkorea.co.kr/starter/PassAssay/View/237549
99,인문/사회계열,법학,라인플러스(주),2016년 하반기,경영·사무,인사·노무·교육,서울4년,"['학점 3.59/4.5', '자격증 5개', '해외경험 1회', '인턴 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/143441
100,기타,기타,금호피앤비화학㈜,2016년 하반기,생산·제조,생산관리·공정관리·품질관리,초대졸,"['학점 4.4/4.5', '자격증 4개', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/146554
101,자연/공학/의약계열,기계/항공,LG 이노텍,2015년 상반기,생산·제조,생산·제조·설비·조립,서울4년,"['학점 3.8/4.5', '토익 835', '토스 Level5', '자원봉사 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/144675
102,인문/사회계열,경영학,농업회사법인(주)농우바이오,2019년 상반기,영업·고객상담,제품·서비스영업,수도권4년,"['학점 3.78/4.5', '토스 Level6', '자격증 2개', '해외경험 1회', '인턴 1회', '수상 1회']",-1.0,https://www.jobkorea.co.kr/starter/PassAssay/View/198924
103,자연/공학/의약계열,도시공학,우미건설㈜,2017년 상반기,영업·고객상담,영업관리·지원·영업기획,서울4년,"['학점 4.23/4.5', '토익 870', '토스 Level6', '자격증 2개']",4.0,https://www.jobkorea.co.kr/starter/PassAssay/View/188677
